Reading_ID,Date,Shift_ID,Section_Code,Station_Code,Machine_Code,Air_Temperature_K,Process_Temperature_K,Rotational_Speed_RPM,Torque_Nm,Tool_Wear_Min,Predicted_Failure_Probability,Predicted_Failure
1162,26-06-2026,C,PS,PS01,MC-PS01,296.3,307.6,1657,32.8,126.9,0,0
1163,26-06-2026,C,PS,PS02,MC-PS02,300.8,311.3,1533,63.3,2.6,0,0
1164,26-06-2026,C,PS,PS03,MC-PS03,298,308.4,1325,54.8,146.7,0,0
1165,26-06-2026,C,PS,PS04,MC-PS04,300,311.3,1512,32.5,183.8,0,0
1166,26-06-2026,C,WB,WB01,MC-WB01,296.1,306.4,1415,48.9,174.9,0.005,0
1167,26-06-2026,C,WB,WB03,MC-WB03,297,306.7,1355,52.2,211.9,0.005,0
1168,26-06-2026,C,FA,FA02,MC-FA02,295.9,305.4,1653,25.6,75,0,0
1169,26-06-2026,C,FI,FI02,MC-FI02,299.7,310.6,1659,36,129.5,0,0
1170,26-06-2026,C,FI,FI03,MC-FI03,298.2,307.8,1624,69.4,115.2,0,0
1171,27-06-2026,A,EA,EA01,MC-EA01,297.9,307.7,1273,28.6,14.7,0,0
1172,27-06-2026,A,EA,EA02,MC-EA02,302.5,310.7,1471,57.2,20,0,0
1173,27-06-2026,A,EA,EA03,MC-EA03,293.8,303.3,1266,32.3,223.1,0,0
1174,27-06-2026,A,CB,CB01,MC-CB01,299.8,308.7,1508,34.3,43.3,0,0
1175,27-06-2026,A,CB,CB02,MC-CB02,296.7,308,1292,43.7,241.4,0.1,0
1176,27-06-2026,A,BP,BP03,MC-BP03,296.1,305.6,1549,38.3,66.1,0,0
1177,27-06-2026,A,PS,PS01,MC-PS01,298.2,306.7,1416,35.3,59.7,0,0
1178,27-06-2026,A,PS,PS02,MC-PS02,298.3,307,1466,43,245.4,0.205,0
1179,27-06-2026,A,PS,PS03,MC-PS03,299.1,307.8,1613,53.4,118.2,0,0
1180,27-06-2026,A,PS,PS04,MC-PS04,293.9,301.4,1476,27.4,87.2,0,0
1181,27-06-2026,A,WB,WB01,MC-WB01,297.1,306.3,1575,45.5,6.7,0,0
1182,27-06-2026,A,WB,WB03,MC-WB03,298.8,308.9,1253,33,139.3,0,0
1183,27-06-2026,A,FA,FA02,MC-FA02,294.1,304.6,1605,33.1,196.1,0,0
1184,27-06-2026,A,FI,FI02,MC-FI02,295.6,305.7,1685,46.1,188.5,0,0
1185,27-06-2026,A,FI,FI03,MC-FI03,302.4,310.4,1453,30.7,206.6,0,0
1186,27-06-2026,B,EA,EA01,MC-EA01,297,308.3,1732,51.1,70.4,0,0
1187,27-06-2026,B,EA,EA02,MC-EA02,296.6,308.2,1569,19,204.2,0,0
1188,27-06-2026,B,EA,EA03,MC-EA03,297.9,308.8,1680,37.5,190.4,0,0
1189,27-06-2026,B,CB,CB01,MC-CB01,294.3,303.6,1450,41.3,40.9,0,0
1190,27-06-2026,B,CB,CB02,MC-CB02,298.7,306.9,1495,37.6,173.8,0,0
1191,27-06-2026,B,BP,BP03,MC-BP03,300.1,309.8,1501,41.7,54.6,0,0
1192,27-06-2026,B,PS,PS01,MC-PS01,293.6,304.7,1602,51.2,140.9,0,0
1193,27-06-2026,B,PS,PS02,MC-PS02,293.7,301.3,1099,50.8,156.7,0.02,0
1194,27-06-2026,B,PS,PS03,MC-PS03,296.6,305.5,1550,27.3,47.3,0,0
1195,27-06-2026,B,PS,PS04,MC-PS04,301,312,1530,41.5,90.1,0,0
1196,27-06-2026,B,WB,WB01,MC-WB01,298.6,309.1,1454,37,231.4,0.015,0
1197,27-06-2026,B,WB,WB03,MC-WB03,296.2,306.2,1482,32.3,149.9,0,0
1198,27-06-2026,B,FA,FA02,MC-FA02,294,305.3,1489,38.4,76.4,0,0
1199,27-06-2026,B,FI,FI02,MC-FI02,295.9,305.5,1370,46.4,23.9,0,0
1200,27-06-2026,B,FI,FI03,MC-FI03,296.3,308,1564,41.7,179.4,0,0
1201,27-06-2026,C,EA,EA01,MC-EA01,295.7,306.3,1437,48.8,151.8,0,0
1202,27-06-2026,C,EA,EA02,MC-EA02,299.9,309.7,1455,41.9,215.4,0,0
1203,27-06-2026,C,EA,EA03,MC-EA03,300.8,310.6,1390,33.8,34.6,0,0
1204,27-06-2026,C,CB,CB01,MC-CB01,296.3,306.5,1456,51.1,136.7,0.005,0
1205,27-06-2026,C,CB,CB02,MC-CB02,300,311.1,1609,57.1,159.7,0,0
1206,27-06-2026,C,BP,BP03,MC-BP03,294.5,305.4,1650,44.2,220.7,0,0
1207,27-06-2026,C,PS,PS01,MC-PS01,298.8,307.7,1703,39.1,70.5,0,0
1208,27-06-2026,C,PS,PS02,MC-PS02,301.5,310.9,1472,35.2,90.4,0,0
1209,27-06-2026,C,PS,PS03,MC-PS03,299.3,308.6,1561,56.8,36.6,0,0
1210,27-06-2026,C,PS,PS04,MC-PS04,296.5,306.6,1310,23.4,83.2,0,0
1211,27-06-2026,C,WB,WB01,MC-WB01,297,306.7,1375,30.2,141.5,0,0
1212,27-06-2026,C,WB,WB03,MC-WB03,300.1,310.8,1478,11.7,26.5,0,0
1213,27-06-2026,C,FA,FA02,MC-FA02,297.5,308.4,1250,20.3,188.7,0,0
1214,27-06-2026,C,FI,FI02,MC-FI02,296.5,307.5,1513,34.9,163.8,0,0
1215,27-06-2026,C,FI,FI03,MC-FI03,299.5,309.5,1673,19.8,168.9,0,0
1216,28-06-2026,A,EA,EA01,MC-EA01,297.8,308.5,1326,36.9,118.1,0,0
1217,28-06-2026,A,EA,EA02,MC-EA02,299.1,309.1,1488,21.9,163.6,0,0
1218,28-06-2026,A,EA,EA03,MC-EA03,298.8,306.9,1555,49.2,112.3,0,0
1219,28-06-2026,A,CB,CB01,MC-CB01,298.4,308,1240,33.6,1,0,0
1220,28-06-2026,A,CB,CB02,MC-CB02,299.1,309.7,1245,44.9,243.6,0.545,1
1221,28-06-2026,A,BP,BP03,MC-BP03,298.9,309.8,1305,42.5,116.4,0,0
1222,28-06-2026,A,PS,PS01,MC-PS01,298.8,309.1,1629,30.9,140.5,0,0
1223,28-06-2026,A,PS,PS02,MC-PS02,294.7,305.3,1777,45.7,180.8,0,0
1224,28-06-2026,A,PS,PS03,MC-PS03,296.4,304.8,1350,39.1,37.9,0,0
1225,28-06-2026,A,PS,PS04,MC-PS04,299.9,311,1417,37.2,186.5,0.005,0
1226,28-06-2026,A,WB,WB01,MC-WB01,298.2,310.3,1403,53.5,12.5,0,0
1227,28-06-2026,A,WB,WB03,MC-WB03,299.7,310.6,1512,50.3,178.4,0,0
1228,28-06-2026,A,FA,FA02,MC-FA02,298.4,310.1,1601,37.1,39,0,0
1229,28-06-2026,A,FI,FI02,MC-FI02,300.1,309.5,1498,21.3,12.2,0,0
1230,28-06-2026,A,FI,FI03,MC-FI03,301.3,311.4,1387,38.1,91.6,0,0
1231,28-06-2026,B,EA,EA01,MC-EA01,300.1,309.2,1448,33.6,238,0,0
1232,28-06-2026,B,EA,EA02,MC-EA02,296.9,307.6,1354,34.2,110.5,0,0
1233,28-06-2026,B,EA,EA03,MC-EA03,297.9,306.6,1390,40.5,172.5,0,0
1234,28-06-2026,B,CB,CB01,MC-CB01,295.4,304,1539,58.9,211.1,0,0
1235,28-06-2026,B,CB,CB02,MC-CB02,296.6,307.3,1183,32.6,124.6,0,0
1236,28-06-2026,B,BP,BP03,MC-BP03,298.6,308.6,1559,41.6,54.8,0,0
1237,28-06-2026,B,PS,PS01,MC-PS01,298.1,307.8,1391,31,197.3,0,0
1238,28-06-2026,B,PS,PS02,MC-PS02,298.7,307.5,1489,28,21.6,0,0
1239,28-06-2026,B,PS,PS03,MC-PS03,296.9,307,1551,28.9,59,0,0
1240,28-06-2026,B,PS,PS04,MC-PS04,295.7,305.2,1474,32.1,89.7,0,0
1241,28-06-2026,B,WB,WB01,MC-WB01,295,306.2,1515,21,112.3,0,0
1242,28-06-2026,B,WB,WB03,MC-WB03,298.6,309.7,1537,53.9,147.7,0,0
1243,28-06-2026,B,FA,FA02,MC-FA02,297.4,309.7,1587,40.2,162.1,0,0
1244,28-06-2026,B,FI,FI02,MC-FI02,299.6,309.8,1230,44.8,209.2,0.015,0
1245,28-06-2026,B,FI,FI03,MC-FI03,300,310.5,1522,34.3,246,0.045,0
1246,28-06-2026,C,EA,EA01,MC-EA01,299.3,310.2,1417,47.6,139.2,0,0
1247,28-06-2026,C,EA,EA02,MC-EA02,294.7,305.2,1494,59.3,223.9,0.01,0
1248,28-06-2026,C,EA,EA03,MC-EA03,301.3,311.4,1443,36,0.3,0,0
1249,28-06-2026,C,CB,CB01,MC-CB01,297.1,306.9,1367,31,158.1,0,0
1250,28-06-2026,C,CB,CB02,MC-CB02,298.6,308.2,1330,34.8,163,0,0
1251,28-06-2026,C,BP,BP03,MC-BP03,298.1,307,1510,21.7,43,0,0
1252,28-06-2026,C,PS,PS01,MC-PS01,301,311.5,1587,45.4,146.7,0,0
1253,28-06-2026,C,PS,PS02,MC-PS02,300.3,310.6,1405,52.3,171,0,0
1254,28-06-2026,C,PS,PS03,MC-PS03,301.2,312.2,1531,26.1,87.5,0,0
1255,28-06-2026,C,PS,PS04,MC-PS04,298.5,307,1301,44.1,24.2,0,0
1256,28-06-2026,C,WB,WB01,MC-WB01,302,312.4,1449,29.9,153,0,0
1257,28-06-2026,C,WB,WB03,MC-WB03,298.3,308.1,1707,39.8,181,0,0
1258,28-06-2026,C,FA,FA02,MC-FA02,299.7,308.4,1518,37.9,115.6,0.005,0
1259,28-06-2026,C,FI,FI02,MC-FI02,301.7,311.7,1358,20.5,59,0,0
1260,28-06-2026,C,FI,FI03,MC-FI03,297.5,308.6,1390,46.8,155.9,0,0
1261,29-06-2026,A,EA,EA01,MC-EA01,296.6,305.4,1465,39.9,115.8,0,0
1262,29-06-2026,A,EA,EA02,MC-EA02,301.8,311.9,1502,27.1,32,0,0
1263,29-06-2026,A,EA,EA03,MC-EA03,296.6,306.4,1445,48.9,59.3,0.005,0
1264,29-06-2026,A,CB,CB01,MC-CB01,298.7,308.9,1263,49.4,192.3,0,0
1265,29-06-2026,A,CB,CB02,MC-CB02,296,306.7,1259,49.6,145,0,0
1266,29-06-2026,A,BP,BP03,MC-BP03,295.6,307,1446,33.9,31,0,0
1267,29-06-2026,A,PS,PS01,MC-PS01,296.9,306.8,1509,28.2,184,0,0
1268,29-06-2026,A,PS,PS02,MC-PS02,296.6,306.8,1541,31.8,149.2,0,0
1269,29-06-2026,A,PS,PS03,MC-PS03,296.1,306.2,1314,35.2,204.8,0,0
1270,29-06-2026,A,PS,PS04,MC-PS04,300.3,311.4,1623,39.9,0,0.01,0
1271,29-06-2026,A,WB,WB01,MC-WB01,302.4,314.2,1191,54.8,141.6,0,0
1272,29-06-2026,A,WB,WB03,MC-WB03,297.2,306.5,1398,27.1,243.3,0.035,0
1273,29-06-2026,A,FA,FA02,MC-FA02,301.2,311.3,1438,41.5,60.3,0,0
1274,29-06-2026,A,FI,FI02,MC-FI02,294.4,303.8,1807,43.7,40.1,0,0
1275,29-06-2026,A,FI,FI03,MC-FI03,298.2,307.8,1181,33.5,101.8,0,0
1276,29-06-2026,B,EA,EA01,MC-EA01,299.4,308.5,1604,44.5,236.8,0.105,0
1277,29-06-2026,B,EA,EA02,MC-EA02,302.6,312.7,1437,56.9,142.7,0,0
1278,29-06-2026,B,EA,EA03,MC-EA03,298.1,308,1521,49.3,199.4,0,0
1279,29-06-2026,B,CB,CB01,MC-CB01,297,307.5,1621,38.6,43.8,0,0
1280,29-06-2026,B,CB,CB02,MC-CB02,296.5,305.8,1515,55.2,144.5,0,0
1281,29-06-2026,B,BP,BP03,MC-BP03,298.6,309.9,1530,53.7,140.4,0,0
1282,29-06-2026,B,PS,PS01,MC-PS01,297.3,307.1,1518,12.1,28.3,0,0
1283,29-06-2026,B,PS,PS02,MC-PS02,297.1,308.9,1505,35.5,6,0,0
1284,29-06-2026,B,PS,PS03,MC-PS03,294.7,304.4,1449,39.3,44.8,0,0
1285,29-06-2026,B,PS,PS04,MC-PS04,299.4,310.3,1424,27.1,161.6,0,0
1286,29-06-2026,B,WB,WB01,MC-WB01,297,306.6,1463,41.9,40.9,0,0
1287,29-06-2026,B,WB,WB03,MC-WB03,298.5,308.2,1473,40,31.3,0,0
1288,29-06-2026,B,FA,FA02,MC-FA02,300,309.3,1618,24.8,144.6,0,0
1289,29-06-2026,B,FI,FI02,MC-FI02,296.2,307.2,1533,41.4,188.9,0,0
1290,29-06-2026,B,FI,FI03,MC-FI03,295.8,305.9,1316,33.9,136.9,0,0
1291,29-06-2026,C,EA,EA01,MC-EA01,299.6,310.1,1367,33.2,104.4,0,0
1292,29-06-2026,C,EA,EA02,MC-EA02,300.8,312.8,1448,33,176.1,0.005,0
1293,29-06-2026,C,EA,EA03,MC-EA03,297.8,308.4,1758,28.9,110.8,0,0
1294,29-06-2026,C,CB,CB01,MC-CB01,296.8,306.2,1281,48.1,120.9,0,0
1295,29-06-2026,C,CB,CB02,MC-CB02,298,308.4,1395,22.2,116.8,0,0
1296,29-06-2026,C,BP,BP03,MC-BP03,296.9,308.4,1233,42.6,246.5,0.11,0
1297,29-06-2026,C,PS,PS01,MC-PS01,298.8,307.7,1342,39.4,98.8,0,0
1298,29-06-2026,C,PS,PS02,MC-PS02,297.6,307.4,1522,46.9,121.8,0,0
1299,29-06-2026,C,PS,PS03,MC-PS03,299.4,309.1,1433,59.1,97.2,0,0
1300,29-06-2026,C,PS,PS04,MC-PS04,299.6,310.9,1334,25.6,183,0,0
1301,29-06-2026,C,WB,WB01,MC-WB01,297.1,307,1505,23.4,27,0,0
1302,29-06-2026,C,WB,WB03,MC-WB03,295.3,306.2,1780,45.3,77.9,0,0
1303,29-06-2026,C,FA,FA02,MC-FA02,297.3,307.5,1524,41.1,238.3,0.005,0
1304,29-06-2026,C,FI,FI02,MC-FI02,299.1,308.3,1570,33.7,224.3,0.01,0
1305,29-06-2026,C,FI,FI03,MC-FI03,294.9,304.4,1534,42.4,47.1,0,0
1306,30-06-2026,A,EA,EA01,MC-EA01,294.7,306.4,1361,45.3,117.6,0,0
1307,30-06-2026,A,EA,EA02,MC-EA02,296.4,305.5,1355,45.9,68.4,0,0
1308,30-06-2026,A,EA,EA03,MC-EA03,300,310.8,1522,43.5,99.7,0.01,0
1309,30-06-2026,A,CB,CB01,MC-CB01,299.6,309.9,1509,45.2,194.1,0.015,0
1310,30-06-2026,A,CB,CB02,MC-CB02,299.5,308.7,1275,50.3,45.8,0,0
1311,30-06-2026,A,BP,BP03,MC-BP03,300.4,310.5,1554,30.6,55.8,0,0
1312,30-06-2026,A,PS,PS01,MC-PS01,298.6,308.1,1396,43.1,152.2,0,0
1313,30-06-2026,A,PS,PS02,MC-PS02,300,310.8,1697,39.5,43.8,0,0
1314,30-06-2026,A,PS,PS03,MC-PS03,296.8,305.5,1614,36.6,144.4,0,0
1315,30-06-2026,A,PS,PS04,MC-PS04,292.4,301.2,1392,41.2,138.8,0,0
1316,30-06-2026,A,WB,WB01,MC-WB01,298.2,307.7,1499,25.4,182.3,0,0
1317,30-06-2026,A,WB,WB03,MC-WB03,295.3,305.4,1538,30.1,212,0,0
1318,30-06-2026,A,FA,FA02,MC-FA02,300.5,312.5,1564,48,25.8,0,0
1319,30-06-2026,A,FI,FI02,MC-FI02,298.9,308.1,1514,53,197.8,0,0
1320,30-06-2026,A,FI,FI03,MC-FI03,297.2,307.6,1590,43.5,240.9,0.155,0
1321,30-06-2026,B,EA,EA01,MC-EA01,300,312.2,1656,63.9,230.7,0.92,1
1322,30-06-2026,B,EA,EA02,MC-EA02,294.3,305.4,1556,31.5,53.6,0,0
1323,30-06-2026,B,EA,EA03,MC-EA03,298.6,308.3,1434,30.8,33.9,0,0
1324,30-06-2026,B,CB,CB01,MC-CB01,297.7,306.1,1673,27.8,32.2,0,0
1325,30-06-2026,B,CB,CB02,MC-CB02,297.3,306.8,1645,27.7,26.2,0,0
1326,30-06-2026,B,BP,BP03,MC-BP03,296.4,306.7,1720,68.8,92.3,0.015,0
1327,30-06-2026,B,PS,PS01,MC-PS01,298.9,310,1523,59.8,9,0.005,0
1328,30-06-2026,B,PS,PS02,MC-PS02,295.1,304.3,1574,43.2,216,0,0
1329,30-06-2026,B,PS,PS03,MC-PS03,297.8,307.4,1476,21.6,131.1,0,0
1330,30-06-2026,B,PS,PS04,MC-PS04,296.2,308.1,1351,27.5,226.7,0.005,0
1331,30-06-2026,B,WB,WB01,MC-WB01,302.4,311.7,1564,25.7,102.4,0,0
1332,30-06-2026,B,WB,WB03,MC-WB03,296.8,308,1555,48.5,96.1,0.005,0
1333,30-06-2026,B,FA,FA02,MC-FA02,297.8,308.1,1656,28.4,2.1,0,0
1334,30-06-2026,B,FI,FI02,MC-FI02,296.2,305.5,1861,40.4,3.9,0,0
1335,30-06-2026,B,FI,FI03,MC-FI03,300.2,307.9,1304,37.2,171,0,0
1336,30-06-2026,C,EA,EA01,MC-EA01,297.3,306.7,1377,45.5,148.4,0,0
1337,30-06-2026,C,EA,EA02,MC-EA02,295.2,305.2,1702,30.2,244.4,0.005,0
1338,30-06-2026,C,EA,EA03,MC-EA03,298,307.8,1608,30.8,203.9,0,0
1339,30-06-2026,C,CB,CB01,MC-CB01,296.4,305.6,1650,34.9,236.7,0,0
1340,30-06-2026,C,CB,CB02,MC-CB02,298.7,309.3,1294,37.4,60.3,0,0
1341,30-06-2026,C,BP,BP03,MC-BP03,297.3,306.4,1346,55.1,36.1,0,0
1342,30-06-2026,C,PS,PS01,MC-PS01,298.7,308.5,1542,37.7,131.3,0,0
1343,30-06-2026,C,PS,PS02,MC-PS02,298,308.6,1454,43.1,9.7,0,0
1344,30-06-2026,C,PS,PS03,MC-PS03,297,308,1043,45.5,148.6,0,0
1345,30-06-2026,C,PS,PS04,MC-PS04,301.4,311.9,1621,51.6,9.1,0,0
1346,30-06-2026,C,WB,WB01,MC-WB01,297.7,308.7,1392,29.3,146.2,0,0
1347,30-06-2026,C,WB,WB03,MC-WB03,297.1,306.1,1395,42.5,78.5,0,0
1348,30-06-2026,C,FA,FA02,MC-FA02,297.2,306.9,1533,55.7,243.9,0.255,0
1349,30-06-2026,C,FI,FI02,MC-FI02,301.1,312.5,1443,47.4,164,0,0
1350,30-06-2026,C,FI,FI03,MC-FI03,295,305.2,1778,35.9,136.8,0,0
